ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours,Verdict_Category,Physics_Flag,Physics_Notes,Likelihood,Alert_Level,Viewing_Tip
1149,Unsettled,3,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,56.1,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1150,Unsettled,3,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,58.6,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1151,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,21.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1152,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,22.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1153,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,24.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1154,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,26.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1155,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,27.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1156,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,27.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Not favorable - check back later
1157,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,28.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Not favorable - check back later
1158,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,30.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1159,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,33.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1160,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,34.5,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1161,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,35.1,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1162,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,37.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1163,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,39.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1164,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,42.9,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1165,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,44.8,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1166,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,43.2,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1167,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,45.6,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1168,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,48.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1169,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,52.8,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1170,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,55.2,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1171,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,54.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS) | TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1172,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,57.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1173,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,60.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1174,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,66.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1175,Unsettled,3,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,69.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1176,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,23.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1177,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,25.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1178,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,26.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1179,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,29.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1180,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,30.4,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1181,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,29.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Not favorable - check back later
1182,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,31.3,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1183,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,33.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1184,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,High,15-25 p/cm³,36.3,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1185,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,37.9,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1186,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,38.6,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1187,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Low,3-7 p/cm³,40.8,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1188,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,42.9,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1189,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,High,15-25 p/cm³,47.2,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1190,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very High,>25 p/cm³,49.3,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1191,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,47.5,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1192,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,50.2,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1193,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,52.8,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1194,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,58.1,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1195,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,60.7,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1196,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,59.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS) | TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1197,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Low,3-7 p/cm³,62.7,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1198,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,66.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1199,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,High,15-25 p/cm³,72.6,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6,🟡 STRONG AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Highly likely (70-85%),WATCH: Good Conditions,Prime conditions! Head to dark sky location NOW
1200,Unsettled,3,Strong Southward,<-10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very High,>25 p/cm³,75.9,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6,🟡 STRONG AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Highly likely (70-85%),WATCH: Good Conditions,Prime conditions! Head to dark sky location NOW
1201,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,25.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1202,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,Low,3-7 p/cm³,27.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1203,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,28.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Slow solar wind - low energy available
1204,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,High,15-25 p/cm³,31.7,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1205,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Slow,<400 km/s,Very High,>25 p/cm³,33.1,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1206,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,32.4,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1207,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,34.2,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1208,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,36.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1209,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,39.6,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1210,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,41.4,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1211,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,42.1,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1212,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,44.5,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1213,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,46.8,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
1214,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,High,15-25 p/cm³,51.5,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1215,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,53.8,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1216,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,51.8,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1217,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,54.7,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1218,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,57.6,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1219,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,63.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1220,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,66.2,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,✅ PHYSICALLY VALID,Normal conditions,Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1221,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,64.8,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS) | TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1222,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,68.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4,🟢 MODERATE AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Likely (50-70%),WATCH: Possible Activity,Stay alert - conditions may improve
1223,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,72.0,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6,🟡 STRONG AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Highly likely (70-85%),WATCH: Good Conditions,Prime conditions! Head to dark sky location NOW
1224,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,High,15-25 p/cm³,79.2,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6,🟡 STRONG AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Highly likely (70-85%),WATCH: Good Conditions,Prime conditions! Head to dark sky location NOW
1225,Unsettled,3,Strong Southward,<-10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,82.8,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6,🟡 STRONG AURORA,⚠️ TIMING-DEPENDENT,TIMING: Favorable conditions with low Kp (storm onset?),Highly likely (70-85%),WATCH: Good Conditions,Prime conditions! Head to dark sky location NOW
